event_id,event_time_utc,country,currency,event_name,impact,actual,forecast,previous,source
2024-01-20-usd-michigan-consumer-sentiment-49cdf824,2024-01-20T11:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,78.8,70.0,69.7,nasdaq_economic_calendar
2024-01-20-usd-fomc-member-daly-speaks-becb22c8,2024-01-20T17:15:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2024-01-23-jpy-boj-monetary-policy-statement-47a20806,2024-01-23T22:30:00Z,Japan,JPY,BoJ Monetary Policy Statement,HIGH,,,,nasdaq_economic_calendar
2024-01-23-jpy-boj-interest-rate-decision-3b4d1690,2024-01-23T23:00:00Z,Japan,JPY,BoJ Interest Rate Decision,HIGH,-0.10%,-0.10%,-0.10%,nasdaq_economic_calendar
2024-01-23-jpy-boj-outlook-report-ef4eb389,2024-01-23T23:00:00Z,Japan,JPY,BoJ Outlook Report,HIGH,,,,nasdaq_economic_calendar
2024-01-24-jpy-boj-core-cpi-7e8873bb,2024-01-24T01:00:00Z,Japan,JPY,BoJ Core CPI,HIGH,2.6%,2.8%,2.7%,nasdaq_economic_calendar
2024-01-24-jpy-boj-press-conference-0e11c0a3,2024-01-24T02:30:00Z,Japan,JPY,BoJ Press Conference,HIGH,,,,nasdaq_economic_calendar
2024-01-24-jpy-adjusted-trade-balance-839cc9bb,2024-01-24T19:50:00Z,Japan,JPY,Adjusted Trade Balance,HIGH,-0.41T,-0.45T,-0.35T,nasdaq_economic_calendar
2024-01-24-jpy-trade-balance-47b8017b,2024-01-24T19:50:00Z,Japan,JPY,Trade Balance,HIGH,62.1B,-122.1B,-780.4B,nasdaq_economic_calendar
2024-01-26-usd-core-durable-goods-orders-205f8ee5,2024-01-26T09:30:00Z,United States,USD,Core Durable Goods Orders,HIGH,0.6%,0.2%,0.5%,nasdaq_economic_calendar
2024-01-26-usd-core-pce-prices-47996c47,2024-01-26T09:30:00Z,United States,USD,Core PCE Prices,HIGH,2.00%,2.00%,2.00%,nasdaq_economic_calendar
2024-01-26-usd-durable-goods-orders-55d819a9,2024-01-26T09:30:00Z,United States,USD,Durable Goods Orders,HIGH,0.0%,1.1%,5.5%,nasdaq_economic_calendar
2024-01-26-usd-gdp-6095cd5a,2024-01-26T09:30:00Z,United States,USD,GDP,HIGH,3.3%,2.0%,4.9%,nasdaq_economic_calendar
2024-01-26-usd-gdp-price-index-5aa17056,2024-01-26T09:30:00Z,United States,USD,GDP Price Index,HIGH,1.5%,2.3%,3.3%,nasdaq_economic_calendar
2024-01-26-usd-gdp-sales-00274d1c,2024-01-26T09:30:00Z,United States,USD,GDP Sales,HIGH,3.2%,,3.6%,nasdaq_economic_calendar
2024-01-26-usd-pce-prices-14e83628,2024-01-26T09:30:00Z,United States,USD,PCE Prices,HIGH,1.7%,,2.6%,nasdaq_economic_calendar
2024-01-26-jpy-cpi-tokyo-ex-food-energy-acc61716,2024-01-26T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food & Energy,HIGH,2.2%,,2.7%,nasdaq_economic_calendar
2024-01-26-jpy-cpi-tokyo-ex-food-and-energy-87fe96ca,2024-01-26T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food and Energy,HIGH,-0.4%,,0.1%,nasdaq_economic_calendar
2024-01-26-jpy-tokyo-cpi-714e7caa,2024-01-26T19:30:00Z,Japan,JPY,Tokyo CPI,HIGH,1.6%,,2.4%,nasdaq_economic_calendar
2024-01-26-jpy-tokyo-core-cpi-0adf32a6,2024-01-26T19:30:00Z,Japan,JPY,Tokyo Core CPI,HIGH,1.6%,1.9%,2.1%,nasdaq_economic_calendar
2024-01-26-jpy-monetary-policy-meeting-minutes-913578e3,2024-01-26T19:50:00Z,Japan,JPY,Monetary Policy Meeting Minutes,HIGH,,,,nasdaq_economic_calendar
2024-01-27-usd-core-pce-price-index-86946ea1,2024-01-27T09:30:00Z,United States,USD,Core PCE Price Index,HIGH,0.2%,0.2%,0.1%,nasdaq_economic_calendar
2024-01-27-usd-pce-price-index-972bc228,2024-01-27T09:30:00Z,United States,USD,PCE Price index,HIGH,2.6%,2.6%,2.6%,nasdaq_economic_calendar
2024-01-27-usd-pce-price-index-b4af1485,2024-01-27T09:30:00Z,United States,USD,PCE price index,HIGH,0.2%,0.2%,-0.1%,nasdaq_economic_calendar
2024-01-27-usd-personal-income-153c771b,2024-01-27T09:30:00Z,United States,USD,Personal Income,HIGH,0.3%,0.3%,0.4%,nasdaq_economic_calendar
2024-01-27-usd-real-personal-consumption-85332b48,2024-01-27T09:30:00Z,United States,USD,Real Personal Consumption,HIGH,0.5%,0.3%,0.5%,nasdaq_economic_calendar
2024-01-27-usd-dallas-fed-pce-2a25b485,2024-01-27T10:00:00Z,United States,USD,Dallas Fed PCE,HIGH,2.60%,,1.60%,nasdaq_economic_calendar
2024-01-31-usd-cb-consumer-confidence-847ca011,2024-01-31T11:00:00Z,United States,USD,CB Consumer Confidence,HIGH,114.8,114.2,108.0,nasdaq_economic_calendar
2024-01-31-usd-jolts-job-openings-3ca9eb36,2024-01-31T11:00:00Z,United States,USD,JOLTS Job Openings,HIGH,9.026M,8.750M,8.925M,nasdaq_economic_calendar
2024-01-31-jpy-boj-summary-of-opinions-53979017,2024-01-31T19:50:00Z,Japan,JPY,BoJ Summary of Opinions,HIGH,,,,nasdaq_economic_calendar
2024-01-31-jpy-industrial-production-3f336e43,2024-01-31T19:50:00Z,Japan,JPY,Industrial Production,HIGH,1.8%,2.4%,-0.9%,nasdaq_economic_calendar
2024-01-31-jpy-industrial-production-forecast-1m-ahead-6ee8727f,2024-01-31T19:50:00Z,Japan,JPY,Industrial Production forecast 1m ahead,HIGH,-6.2%,,6.0%,nasdaq_economic_calendar
2024-01-31-jpy-industrial-production-forecast-2m-ahead-4e2b59ee,2024-01-31T19:50:00Z,Japan,JPY,Industrial Production forecast 2m ahead,HIGH,2.2%,,-7.2%,nasdaq_economic_calendar
2024-01-31-jpy-large-scale-retail-sales-yoy-00e42cc7,2024-01-31T19:50:00Z,Japan,JPY,Large Scale Retail Sales YoY,HIGH,3.0%,,4.0%,nasdaq_economic_calendar
2024-01-31-jpy-retail-sales-b2d1cfa2,2024-01-31T19:50:00Z,Japan,JPY,Retail Sales,HIGH,2.1%,4.7%,5.4%,nasdaq_economic_calendar
2024-02-01-usd-adp-nonfarm-employment-change-32588985,2024-02-01T09:15:00Z,United States,USD,ADP Nonfarm Employment Change,HIGH,107K,145K,158K,nasdaq_economic_calendar
2024-02-01-usd-employment-cost-index-934bed5d,2024-02-01T09:30:00Z,United States,USD,Employment Cost Index,HIGH,0.9%,1.0%,1.1%,nasdaq_economic_calendar
2024-02-01-usd-fomc-statement-1181873b,2024-02-01T15:00:00Z,United States,USD,FOMC Statement,HIGH,,,,nasdaq_economic_calendar
2024-02-01-usd-fed-interest-rate-decision-79d33fe8,2024-02-01T15:00:00Z,United States,USD,Fed Interest Rate Decision,HIGH,5.50%,5.50%,5.50%,nasdaq_economic_calendar
2024-02-01-usd-fomc-press-conference-65581789,2024-02-01T15:30:00Z,United States,USD,FOMC Press Conference,HIGH,,,,nasdaq_economic_calendar
2024-02-02-usd-nonfarm-productivity-21ca351d,2024-02-02T09:30:00Z,United States,USD,Nonfarm Productivity,HIGH,3.2%,2.4%,4.9%,nasdaq_economic_calendar
2024-02-02-usd-ism-manufacturing-employment-f80c4352,2024-02-02T11:00:00Z,United States,USD,ISM Manufacturing Employment,HIGH,47.1,47.0,47.5,nasdaq_economic_calendar
2024-02-02-usd-ism-manufacturing-new-orders-index-27649e7d,2024-02-02T11:00:00Z,United States,USD,ISM Manufacturing New Orders Index,HIGH,52.5,48.2,47.0,nasdaq_economic_calendar
2024-02-02-usd-ism-manufacturing-pmi-809db115,2024-02-02T11:00:00Z,United States,USD,ISM Manufacturing PMI,HIGH,49.1,47.2,47.1,nasdaq_economic_calendar
2024-02-02-usd-ism-manufacturing-prices-b58d78a7,2024-02-02T11:00:00Z,United States,USD,ISM Manufacturing Prices,HIGH,52.9,46.0,45.2,nasdaq_economic_calendar
2024-02-03-usd-average-hourly-earnings-807fb922,2024-02-03T09:30:00Z,United States,USD,Average Hourly Earnings,HIGH,0.6%,0.3%,0.4%,nasdaq_economic_calendar
2024-02-03-usd-average-hourly-earnings-yoy-2f3c9d27,2024-02-03T09:30:00Z,United States,USD,Average Hourly Earnings (YoY),HIGH,4.5%,4.1%,4.3%,nasdaq_economic_calendar
2024-02-03-usd-nonfarm-payrolls-5e191406,2024-02-03T09:30:00Z,United States,USD,Nonfarm Payrolls,HIGH,353K,187K,290K,nasdaq_economic_calendar
2024-02-03-usd-private-nonfarm-payrolls-8bd9414d,2024-02-03T09:30:00Z,United States,USD,Private Nonfarm Payrolls,HIGH,317K,155K,278K,nasdaq_economic_calendar
2024-02-03-usd-u6-unemployment-rate-8ba932b3,2024-02-03T09:30:00Z,United States,USD,U6 Unemployment Rate,HIGH,7.2%,,7.1%,nasdaq_economic_calendar
2024-02-03-usd-unemployment-rate-6a2015cc,2024-02-03T09:30:00Z,United States,USD,Unemployment Rate,HIGH,3.7%,3.8%,3.7%,nasdaq_economic_calendar
2024-02-03-usd-michigan-consumer-expectations-f192c388,2024-02-03T11:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,77.1,75.9,67.4,nasdaq_economic_calendar
2024-02-03-usd-michigan-consumer-sentiment-c50eb316,2024-02-03T11:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,79.0,78.8,69.7,nasdaq_economic_calendar
2024-02-06-usd-fomc-member-kashkari-speaks-85e379a5,2024-02-06T09:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-06-usd-ism-non-manufacturing-business-activity-32e1e8c9,2024-02-06T11:00:00Z,United States,USD,ISM Non-Manufacturing Business Activity,HIGH,55.8,,55.8,nasdaq_economic_calendar
2024-02-06-usd-ism-non-manufacturing-employment-5d511a65,2024-02-06T11:00:00Z,United States,USD,ISM Non-Manufacturing Employment,HIGH,50.5,49.4,43.8,nasdaq_economic_calendar
2024-02-06-usd-ism-non-manufacturing-new-orders-2fe71173,2024-02-06T11:00:00Z,United States,USD,ISM Non-Manufacturing New Orders,HIGH,55.0,54.8,52.8,nasdaq_economic_calendar
2024-02-06-usd-ism-non-manufacturing-pmi-2c50b7d8,2024-02-06T11:00:00Z,United States,USD,ISM Non-Manufacturing PMI,HIGH,53.4,52.0,50.5,nasdaq_economic_calendar
2024-02-06-usd-ism-non-manufacturing-prices-266dfe7e,2024-02-06T11:00:00Z,United States,USD,ISM Non-Manufacturing Prices,HIGH,64.0,56.5,57.4,nasdaq_economic_calendar
2024-02-06-usd-fomc-member-bostic-speaks-ba859a2a,2024-02-06T15:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-06-usd-fomc-member-harker-speaks-9fc9f91e,2024-02-06T20:00:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-07-usd-fomc-member-mester-speaks-934988ed,2024-02-07T13:00:00Z,United States,USD,FOMC Member Mester Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-07-usd-fomc-member-kashkari-speaks-3ceb4851,2024-02-07T14:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-08-usd-fomc-member-kugler-speaks-f95dd0d9,2024-02-08T12:00:00Z,United States,USD,FOMC Member Kugler Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-08-usd-fomc-member-barkin-speaks-bebb0a7f,2024-02-08T13:30:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-08-usd-fomc-member-bowman-speaks-d13d7075,2024-02-08T15:00:00Z,United States,USD,FOMC Member Bowman Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-09-usd-fomc-member-barkin-speaks-50299256,2024-02-09T09:30:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-09-usd-fomc-member-barkin-speaks-da1d2031,2024-02-09T13:05:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-13-usd-fomc-member-bowman-speaks-f5fa2cc3,2024-02-13T10:20:00Z,United States,USD,FOMC Member Bowman Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-13-usd-fomc-member-barkin-speaks-5d3d2a58,2024-02-13T13:00:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-13-usd-fomc-member-kashkari-speaks-23f7b994,2024-02-13T14:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-14-usd-cpi-ec079172,2024-02-14T09:30:00Z,United States,USD,CPI,HIGH,0.3%,0.2%,0.2%,nasdaq_economic_calendar
2024-02-14-usd-cpi-index-n-s-a-b52b2955,2024-02-14T09:30:00Z,United States,USD,"CPI Index, n.s.a.",HIGH,308.42,307.99,306.75,nasdaq_economic_calendar
2024-02-14-usd-cpi-index-s-a-fb3a8261,2024-02-14T09:30:00Z,United States,USD,"CPI Index, s.a",HIGH,309.69,,308.74,nasdaq_economic_calendar
2024-02-14-usd-cpi-n-s-a-fadf6daa,2024-02-14T09:30:00Z,United States,USD,"CPI, n.s.a",HIGH,0.54%,,-0.10%,nasdaq_economic_calendar
2024-02-14-usd-core-cpi-2bd8fae2,2024-02-14T09:30:00Z,United States,USD,Core CPI,HIGH,0.4%,0.3%,0.3%,nasdaq_economic_calendar
2024-02-14-usd-core-cpi-index-91a35a99,2024-02-14T09:30:00Z,United States,USD,Core CPI Index,HIGH,314.44,314.08,313.21,nasdaq_economic_calendar
2024-02-14-usd-cleveland-cpi-4875f55d,2024-02-14T12:00:00Z,United States,USD,Cleveland CPI,HIGH,0.5%,,0.3%,nasdaq_economic_calendar
2024-02-15-jpy-gdp-a54a7b7f,2024-02-15T19:50:00Z,Japan,JPY,GDP,HIGH,-0.1%,0.2%,-0.8%,nasdaq_economic_calendar
2024-02-15-jpy-gdp-capital-expenditure-deac2033,2024-02-15T19:50:00Z,Japan,JPY,GDP Capital Expenditure,HIGH,-0.1%,0.3%,-0.6%,nasdaq_economic_calendar
2024-02-15-jpy-gdp-external-demand-d2e59751,2024-02-15T19:50:00Z,Japan,JPY,GDP External Demand,HIGH,0.2%,0.3%,0.0%,nasdaq_economic_calendar
2024-02-15-jpy-gdp-price-index-5da482a0,2024-02-15T19:50:00Z,Japan,JPY,GDP Price Index,HIGH,3.8%,4.0%,5.3%,nasdaq_economic_calendar
2024-02-15-jpy-gdp-private-consumption-3086d1a5,2024-02-15T19:50:00Z,Japan,JPY,GDP Private Consumption,HIGH,-0.2%,0.1%,-0.3%,nasdaq_economic_calendar
2024-02-15-usd-fomc-member-bostic-speaks-d28a013e,2024-02-15T20:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-16-jpy-industrial-production-d08f69b4,2024-02-16T00:30:00Z,Japan,JPY,Industrial Production,HIGH,1.4%,1.8%,-0.9%,nasdaq_economic_calendar
2024-02-16-usd-core-retail-sales-ab6b4571,2024-02-16T09:30:00Z,United States,USD,Core Retail Sales,HIGH,-0.6%,0.2%,0.4%,nasdaq_economic_calendar
2024-02-16-usd-retail-sales-043b9925,2024-02-16T09:30:00Z,United States,USD,Retail Sales,HIGH,-0.8%,-0.2%,0.4%,nasdaq_economic_calendar
2024-02-16-usd-retail-sales-ex-gas-autos-35468205,2024-02-16T09:30:00Z,United States,USD,Retail Sales Ex Gas/Autos,HIGH,-0.5%,,0.6%,nasdaq_economic_calendar
2024-02-16-usd-industrial-production-1f61c4fa,2024-02-16T10:15:00Z,United States,USD,Industrial Production,HIGH,-0.1%,0.2%,0.1%,nasdaq_economic_calendar
2024-02-16-usd-fomc-member-bostic-speaks-397924d1,2024-02-16T20:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-17-usd-fomc-member-barkin-speaks-031eae29,2024-02-17T09:00:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-17-usd-core-ppi-b6538851,2024-02-17T09:30:00Z,United States,USD,Core PPI,HIGH,0.5%,0.1%,-0.1%,nasdaq_economic_calendar
2024-02-17-usd-ppi-7458e887,2024-02-17T09:30:00Z,United States,USD,PPI,HIGH,0.3%,0.1%,-0.1%,nasdaq_economic_calendar
2024-02-17-usd-ppi-ex-food-energy-transport-0c92f539,2024-02-17T09:30:00Z,United States,USD,PPI ex. Food/Energy/Transport,HIGH,0.6%,0.1%,0.2%,nasdaq_economic_calendar
2024-02-17-usd-michigan-consumer-expectations-674ad0ab,2024-02-17T11:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,78.4,76.5,77.1,nasdaq_economic_calendar
2024-02-17-usd-michigan-consumer-sentiment-85e38d6d,2024-02-17T11:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,79.6,80.0,79.0,nasdaq_economic_calendar
2024-02-17-usd-fomc-member-daly-speaks-43587960,2024-02-17T13:10:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-21-jpy-reuters-tankan-index-1e38842d,2024-02-21T19:00:00Z,Japan,JPY,Reuters Tankan Index,HIGH,-1,,6,nasdaq_economic_calendar
2024-02-21-jpy-adjusted-trade-balance-9d05828e,2024-02-21T19:50:00Z,Japan,JPY,Adjusted Trade Balance,HIGH,0.24T,-0.23T,-0.41T,nasdaq_economic_calendar
2024-02-21-jpy-trade-balance-73c62ff3,2024-02-21T19:50:00Z,Japan,JPY,Trade Balance,HIGH,"-1,758.3B","-1,925.9B",68.9B,nasdaq_economic_calendar
2024-02-22-usd-fomc-member-bostic-speaks-4549ee91,2024-02-22T09:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-22-usd-fomc-member-bowman-speaks-5cd4cb07,2024-02-22T14:00:00Z,United States,USD,FOMC Member Bowman Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-22-usd-fomc-meeting-minutes-8274e718,2024-02-22T15:00:00Z,United States,USD,FOMC Meeting Minutes,HIGH,,,,nasdaq_economic_calendar
2024-02-23-usd-fomc-member-harker-speaks-979ff00c,2024-02-23T16:15:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-23-usd-fomc-member-kashkari-speaks-959bbc10,2024-02-23T18:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-27-jpy-cpi-n-s-a-9e31d4ce,2024-02-27T19:30:00Z,Japan,JPY,"CPI, n.s.a",HIGH,0.1%,,0.1%,nasdaq_economic_calendar
2024-02-27-jpy-national-cpi-d9c99712,2024-02-27T19:30:00Z,Japan,JPY,National CPI,HIGH,2.2%,,2.6%,nasdaq_economic_calendar
2024-02-27-jpy-national-core-cpi-9b7ee067,2024-02-27T19:30:00Z,Japan,JPY,National Core CPI,HIGH,2.0%,1.9%,2.3%,nasdaq_economic_calendar
2024-02-28-usd-core-durable-goods-orders-501862fc,2024-02-28T09:30:00Z,United States,USD,Core Durable Goods Orders,HIGH,-0.3%,0.2%,-0.1%,nasdaq_economic_calendar
2024-02-28-usd-durable-goods-orders-0a4f21f2,2024-02-28T09:30:00Z,United States,USD,Durable Goods Orders,HIGH,-6.1%,-4.9%,-0.3%,nasdaq_economic_calendar
2024-02-28-usd-cb-consumer-confidence-352f27f6,2024-02-28T11:00:00Z,United States,USD,CB Consumer Confidence,HIGH,106.7,114.8,110.9,nasdaq_economic_calendar
2024-02-29-usd-core-pce-prices-031f299f,2024-02-29T09:30:00Z,United States,USD,Core PCE Prices,HIGH,2.10%,2.00%,2.00%,nasdaq_economic_calendar
2024-02-29-usd-gdp-645d75da,2024-02-29T09:30:00Z,United States,USD,GDP,HIGH,3.2%,3.3%,4.9%,nasdaq_economic_calendar
2024-02-29-usd-gdp-price-index-02c42a67,2024-02-29T09:30:00Z,United States,USD,GDP Price Index,HIGH,1.7%,1.5%,3.3%,nasdaq_economic_calendar
2024-02-29-usd-gdp-sales-31e98c7c,2024-02-29T09:30:00Z,United States,USD,GDP Sales,HIGH,3.5%,3.2%,3.6%,nasdaq_economic_calendar
2024-02-29-usd-pce-prices-ca9f3988,2024-02-29T09:30:00Z,United States,USD,PCE Prices,HIGH,1.8%,1.7%,2.6%,nasdaq_economic_calendar
2024-02-29-usd-fomc-member-bostic-speaks-915c3ab6,2024-02-29T13:00:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-29-usd-fomc-member-williams-speaks-b89ffe7a,2024-02-29T13:45:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2024-02-29-jpy-industrial-production-92231cb7,2024-02-29T19:50:00Z,Japan,JPY,Industrial Production,HIGH,-7.5%,-6.7%,1.4%,nasdaq_economic_calendar
2024-02-29-jpy-industrial-production-forecast-1m-ahead-50843062,2024-02-29T19:50:00Z,Japan,JPY,Industrial Production forecast 1m ahead,HIGH,4.8%,,-6.2%,nasdaq_economic_calendar
2024-02-29-jpy-industrial-production-forecast-2m-ahead-221879e8,2024-02-29T19:50:00Z,Japan,JPY,Industrial Production forecast 2m ahead,HIGH,2.0%,,2.2%,nasdaq_economic_calendar
2024-02-29-jpy-large-scale-retail-sales-yoy-6294821a,2024-02-29T19:50:00Z,Japan,JPY,Large Scale Retail Sales YoY,HIGH,3.0%,,3.0%,nasdaq_economic_calendar
2024-02-29-jpy-retail-sales-769023de,2024-02-29T19:50:00Z,Japan,JPY,Retail Sales,HIGH,2.3%,2.0%,2.4%,nasdaq_economic_calendar
2024-03-01-jpy-boj-core-cpi-541f1f97,2024-03-01T01:00:00Z,Japan,JPY,BoJ Core CPI,HIGH,2.6%,2.3%,2.6%,nasdaq_economic_calendar
2024-03-01-usd-core-pce-price-index-de5a2329,2024-03-01T09:30:00Z,United States,USD,Core PCE Price Index,HIGH,0.4%,0.4%,0.1%,nasdaq_economic_calendar
2024-03-01-usd-pce-price-index-324237d8,2024-03-01T09:30:00Z,United States,USD,PCE Price index,HIGH,2.4%,2.4%,2.6%,nasdaq_economic_calendar
2024-03-01-usd-pce-price-index-6b956784,2024-03-01T09:30:00Z,United States,USD,PCE price index,HIGH,0.3%,0.3%,0.1%,nasdaq_economic_calendar
2024-03-01-usd-personal-income-bfd990e5,2024-03-01T09:30:00Z,United States,USD,Personal Income,HIGH,1.0%,0.4%,0.3%,nasdaq_economic_calendar
2024-03-01-usd-real-personal-consumption-2397d834,2024-03-01T09:30:00Z,United States,USD,Real Personal Consumption,HIGH,-0.1%,,0.6%,nasdaq_economic_calendar
2024-03-01-usd-dallas-fed-pce-6cfe4fd2,2024-03-01T10:00:00Z,United States,USD,Dallas Fed PCE,HIGH,5.00%,,1.80%,nasdaq_economic_calendar
2024-03-01-usd-fomc-member-bostic-speaks-12ae3318,2024-03-01T11:50:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-01-usd-fomc-member-mester-speaks-a2dddd06,2024-03-01T14:15:00Z,United States,USD,FOMC Member Mester Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-01-usd-fomc-member-williams-speaks-a55de67c,2024-03-01T21:10:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-02-usd-ism-manufacturing-employment-d1e257fb,2024-03-02T11:00:00Z,United States,USD,ISM Manufacturing Employment,HIGH,45.9,,47.1,nasdaq_economic_calendar
2024-03-02-usd-ism-manufacturing-new-orders-index-9b5353c3,2024-03-02T11:00:00Z,United States,USD,ISM Manufacturing New Orders Index,HIGH,49.2,,52.5,nasdaq_economic_calendar
2024-03-02-usd-ism-manufacturing-pmi-10fbc937,2024-03-02T11:00:00Z,United States,USD,ISM Manufacturing PMI,HIGH,47.8,49.5,49.1,nasdaq_economic_calendar
2024-03-02-usd-ism-manufacturing-prices-5197bb0d,2024-03-02T11:00:00Z,United States,USD,ISM Manufacturing Prices,HIGH,52.5,53.5,52.9,nasdaq_economic_calendar
2024-03-02-usd-michigan-consumer-expectations-4bb32aaa,2024-03-02T11:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,75.2,78.4,77.1,nasdaq_economic_calendar
2024-03-02-usd-michigan-consumer-sentiment-8b0c6798,2024-03-02T11:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,76.9,79.6,79.0,nasdaq_economic_calendar
2024-03-02-usd-fomc-member-bostic-speaks-db41f368,2024-03-02T13:15:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-02-usd-fomc-member-daly-speaks-44e26ba3,2024-03-02T14:30:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-02-usd-fomc-member-kugler-speaks-fa3c2a24,2024-03-02T16:30:00Z,United States,USD,FOMC Member Kugler Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-05-usd-fomc-member-harker-speaks-98dde5bd,2024-03-05T12:00:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2024-03-05-jpy-cpi-tokyo-ex-food-energy-b1e5b98d,2024-03-05T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food & Energy,HIGH,2.5%,,2.5%,nasdaq_economic_calendar
2024-03-05-jpy-cpi-tokyo-ex-food-and-energy-eb0f2134,2024-03-05T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food and Energy,HIGH,0.3%,,0.1%,nasdaq_economic_calendar
2024-03-05-jpy-tokyo-cpi-a76926d8,2024-03-05T19:30:00Z,Japan,JPY,Tokyo CPI,HIGH,2.6%,,1.8%,nasdaq_economic_calendar
2024-03-05-jpy-tokyo-core-cpi-cf874c9c,2024-03-05T19:30:00Z,Japan,JPY,Tokyo Core CPI,HIGH,2.5%,2.5%,1.8%,nasdaq_economic_calendar
2024-03-06-usd-ism-non-manufacturing-business-activity-e2b0eefe,2024-03-06T11:00:00Z,United States,USD,ISM Non-Manufacturing Business Activity,HIGH,57.2,,55.8,nasdaq_economic_calendar
2024-03-06-usd-ism-non-manufacturing-employment-d0f9c401,2024-03-06T11:00:00Z,United States,USD,ISM Non-Manufacturing Employment,HIGH,48.0,51.4,50.5,nasdaq_economic_calendar
2024-03-06-usd-ism-non-manufacturing-new-orders-43cf36b4,2024-03-06T11:00:00Z,United States,USD,ISM Non-Manufacturing New Orders,HIGH,56.1,54.4,55.0,nasdaq_economic_calendar
2024-03-06-usd-ism-non-manufacturing-pmi-6b5e3440,2024-03-06T11:00:00Z,United States,USD,ISM Non-Manufacturing PMI,HIGH,52.6,53.0,53.4,nasdaq_economic_calendar
2024-03-06-usd-ism-non-manufacturing-prices-86097ce8,2024-03-06T11:00:00Z,United States,USD,ISM Non-Manufacturing Prices,HIGH,58.6,62.0,64.0,nasdaq_economic_calendar
2024-03-07-usd-adp-nonfarm-employment-change-7eb86bb1,2024-03-07T09:15:00Z,United States,USD,ADP Nonfarm Employment Change,HIGH,140K,149K,111K,nasdaq_economic_calendar
2024-03-07-usd-jolts-job-openings-003c063b,2024-03-07T11:00:00Z,United States,USD,JOLTS Job Openings,HIGH,8.863M,8.800M,8.889M,nasdaq_economic_calendar
2024-03-07-usd-fomc-member-daly-speaks-48c2a16d,2024-03-07T13:00:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
